,Unnamed: 0,Sender,Child,UMID,Text,Recipient,Type,Likes,Gender,Age,Media,BMI,mean_BMI,tokens,triples,low,stop,punctuation,stem,stem_string,foods,drinks,restaurants,supermarkets,related,slang,brands,diet,meals,Dmeals,Media_0.0,Media_1.0,Media_2.0,words,words_no,word_string,count,length,nutriscores,nutriscore_mean
1127,245232,2927205430,5430.0,95428,Ik heb een banaan mee ik ga hem nu pakken,2927205445.0,my,0,0,10,0.0,,15,"['Ik', 'heb', 'een', 'banaan', 'mee', 'ik', 'ga', 'hem', 'nu', 'pakken']","['Ik', 'heb', 'een', 'banaan', 'mee', 'ik', 'ga', 'hem', 'nu', 'pakken']","['ik', 'heb', 'een', 'banaan', 'mee', 'ik', 'ga', 'hem', 'nu', 'pakken']","['banaan', 'mee', 'ga', 'pakken']","['banaan', 'mee', 'ga', 'pakken']","['banan', 'mee', 'ga', 'pak']","banan,mee,ga,pak",1,0,0,0,0,0,0,0,0,0,1,0,0,['banan'],1,banan,5,4,[2],2.0
1128,245465,2927205432,5432.0,88108,"Ik heb rijst met beetje gember en, nha ja.. Geen idee??",2927205436.0,my,0,1,10,0.0,,14,"['Ik', 'heb', 'rijst', 'met', 'beetje', 'gember', 'en', 'nha', 'ja', 'Geen', 'idee']","['Ik', 'heb', 'rijst', 'met', 'beetje', 'gember', 'en', 'nha', 'ja', 'Geen', 'idee']","['ik', 'heb', 'rijst', 'met', 'beetje', 'gember', 'en', 'nha', 'ja', 'geen', 'idee']","['rijst', 'beetje', 'gember', 'nha', 'idee']","['rijst', 'beetje', 'gember', 'nha', 'idee']","['rijst', 'beetj', 'gember', 'nha', 'idee']","rijst,beetj,gember,nha,idee",2,0,0,0,0,0,0,0,0,0,1,0,0,"['gember', 'rijst']",2,"gember,rijst",6,5,"[1, 1.2]",1.1
1136,245976,2927205435,5435.0,103264,Pork,2927205447.0,my,0,0,9,0.0,,18,['Pork'],['Pork'],['pork'],['pork'],['pork'],['pork'],pork,1,0,0,0,0,0,0,0,0,0,1,0,0,['pork'],1,pork,4,1,[2.4],2.4
1144,246547,2927205438,5438.0,86243,Zaad????,,group,0,1,11,0.0,,0,['Zaad'],['Zaad'],['zaad'],['zaad'],['zaad'],['zad'],zad,1,0,0,0,0,0,0,0,0,0,1,0,0,['zad'],1,zad,10,1,[1.4],1.4
1149,246722,2927205438,5438.0,93904,Ik eet tomaaten,,group,0,1,11,0.0,,0,"['Ik', 'eet', 'tomaaten']","['Ik', 'eet', 'tomaaten']","['ik', 'eet', 'tomaaten']","['eet', 'tomaaten']","['eet', 'tomaaten']","['eet', 'tomat']","eet,tomat",1,0,0,0,1,0,0,0,0,0,1,0,0,"['tomat', 'eet']",2,"tomat,eet",10,2,[1.5],1.5
1150,246727,2927205438,5438.0,94261,Ik ben thee aan het drinken,,group,1,1,11,2.0,,0,"['Ik', 'ben', 'thee', 'aan', 'het', 'drinken']","['Ik', 'ben', 'thee', 'aan', 'het', 'drinken']","['ik', 'ben', 'thee', 'aan', 'het', 'drinken']","['thee', 'drinken']","['thee', 'drinken']","['thee', 'drink']","thee,drink",0,2,0,0,0,0,0,0,0,0,0,0,1,"['drink', 'thee']",2,"drink,thee",10,2,[2],2.0
1151,246771,2927205438,5438.0,95416,Dit is mijn banaan ooh wacht ik heb geen banaan maar een doos,2927205431.0,my,0,1,11,1.0,,0,"['Dit', 'is', 'mijn', 'banaan', 'ooh', 'wacht', 'ik', 'heb', 'geen', 'banaan', 'maar', 'een', 'doos']","['Dit', 'is', 'mijn', 'banaan', 'ooh', 'wacht', 'ik', 'heb', 'geen', 'banaan', 'maar', 'een', 'doos']","['dit', 'is', 'mijn', 'banaan', 'ooh', 'wacht', 'ik', 'heb', 'geen', 'banaan', 'maar', 'een', 'doos']","['banaan', 'ooh', 'wacht', 'banaan', 'doos']","['banaan', 'ooh', 'wacht', 'banaan', 'doos']","['banan', 'ooh', 'wacht', 'banan', 'dos']","banan,ooh,wacht,banan,dos",1,0,0,0,0,0,0,0,0,0,0,1,0,"['banan', 'banan']",2,"banan,banan",10,5,"[2, 2]",2.0
1152,246774,2927205438,5438.0,95558,Wat banaan,2927205443.0,my,0,1,11,0.0,,0,"['Wat', 'banaan']","['Wat', 'banaan']","['wat', 'banaan']",['banaan'],['banaan'],['banan'],banan,1,0,0,0,0,0,0,0,0,0,1,0,0,['banan'],1,banan,10,1,[2],2.0
1157,246973,2927205440,5440.0,100205,Sophie vis dat kan je over schrijven,,group,0,1,10,0.0,,18,"['Sophie', 'vis', 'dat', 'kan', 'je', 'over', 'schrijven']","['Sophie', 'vis', 'dat', 'kan', 'je', 'over', 'schrijven']","['sophie', 'vis', 'dat', 'kan', 'je', 'over', 'schrijven']","['sophie', 'vis', 'schrijven']","['sophie', 'vis', 'schrijven']","['sophie', 'vis', 'schrijv']","sophie,vis,schrijv",1,0,0,0,0,0,0,0,0,0,1,0,0,['vis'],1,vis,21,3,[1],1.0
1159,247075,2927205443,5443.0,86308,Kan niet ga zo eten eten kippen soep en kan meschien morgen ik ga morgen niet afspreken dus ik kan morgen wel met jou. Ben nu even monopoly aan het spelen met mandy?????????,2927205438.0,my,0,1,9,0.0,,15,"['Kan', 'niet', 'ga', 'zo', 'eten', 'eten', 'kippen', 'soep', 'en', 'kan', 'meschien', 'morgen', 'ik', 'ga', 'morgen', 'niet', 'afspreken', 'dus', 'ik', 'kan', 'morgen', 'wel', 'met', 'jou', 'Ben', 'nu', 'even', 'monopoly', 'aan', 'het', 'spelen', 'met', 'mandy']","['Kan', 'niet', 'ga', 'zo', 'eten', 'eten', 'kippen', 'soep', 'en', 'kan', 'meschien', 'morgen', 'ik', 'ga', 'morgen', 'niet', 'afspreken', 'dus', 'ik', 'kan', 'morgen', 'wel', 'met', 'jou', 'Ben', 'nu', 'even', 'monopoly', 'aan', 'het', 'spelen', 'met', 'mandy']","['kan', 'niet', 'ga', 'zo', 'eten', 'eten', 'kippen', 'soep', 'en', 'kan', 'meschien', 'morgen', 'ik', 'ga', 'morgen', 'niet', 'afspreken', 'dus', 'ik', 'kan', 'morgen', 'wel', 'met', 'jou', 'ben', 'nu', 'even', 'monopoly', 'aan', 'het', 'spelen', 'met', 'mandy']","['ga', 'eten', 'eten', 'kippen', 'soep', 'meschien', 'morgen', 'ga', 'morgen', 'afspreken', 'morgen', 'wel', 'jou', 'even', 'monopoly', 'spelen', 'mandy']","['ga', 'eten', 'eten', 'kippen', 'soep', 'meschien', 'morgen', 'ga', 'morgen', 'afspreken', 'morgen', 'wel', 'jou', 'even', 'monopoly', 'spelen', 'mandy']","['ga', 'eten', 'eten', 'kipp', 'soep', 'meschien', 'morg', 'ga', 'morg', 'afsprek', 'morg', 'wel', 'jou', 'even', 'monopoly', 'spel', 'mandy']","ga,eten,eten,kipp,soep,meschien,morg,ga,morg,afsprek,morg,wel,jou,even,monopoly,spel,mandy",0,0,0,0,1,0,0,0,1,0,1,0,0,"['soep', 'eten', 'eten']",3,"soep,eten,eten",22,17,[1.6],1.6
1161,247203,2927205443,5443.0,88588,Ik vind het prima hahhahahah ik ga zo brood met thee nemen als ochtend eten en als avond eten hadden wij gisteren kippensoep en nu heb ik voor in de middag lekkerenwarme kippensoep??????????????????????????????????????????????????????????????????????????????????????,,group,0,1,9,0.0,,15,"['Ik', 'vind', 'het', 'prima', 'hahhahahah', 'ik', 'ga', 'zo', 'brood', 'met', 'thee', 'nemen', 'als', 'ochtend', 'eten', 'en', 'als', 'avond', 'eten', 'hadden', 'wij', 'gisteren', 'kippensoep', 'en', 'nu', 'heb', 'ik', 'voor', 'in', 'de', 'middag', 'lekkerenwarme', 'kippensoep']","['Ik', 'vind', 'het', 'prima', 'hahhahahah', 'ik', 'ga', 'zo', 'brood', 'met', 'thee', 'nemen', 'als', 'ochtend', 'eten', 'en', 'als', 'avond', 'eten', 'hadden', 'wij', 'gisteren', 'kippensoep', 'en', 'nu', 'heb', 'ik', 'voor', 'in', 'de', 'middag', 'lekkerenwarme', 'kippensoep']","['ik', 'vind', 'het', 'prima', 'hahhahahah', 'ik', 'ga', 'zo', 'brood', 'met', 'thee', 'nemen', 'als', 'ochtend', 'eten', 'en', 'als', 'avond', 'eten', 'hadden', 'wij', 'gisteren', 'kippensoep', 'en', 'nu', 'heb', 'ik', 'voor', 'in', 'de', 'middag', 'lekkerenwarme', 'kippensoep']","['vind', 'prima', 'hahhahahah', 'ga', 'brood', 'thee', 'nemen', 'ochtend', 'eten', 'avond', 'eten', 'hadden', 'wij', 'gisteren', 'kippensoep', 'middag', 'lekkerenwarme', 'kippensoep']","['vind', 'prima', 'hahhahahah', 'ga', 'brood', 'thee', 'nemen', 'ochtend', 'eten', 'avond', 'eten', 'hadden', 'wij', 'gisteren', 'kippensoep', 'middag', 'lekkerenwarme', 'kippensoep']","['vind', 'prima', 'hahhahahah', 'ga', 'brod', 'thee', 'nem', 'ochtend', 'eten', 'avond', 'eten', 'had', 'wij', 'gister', 'kippensoep', 'middag', 'lekkerenwarm', 'kippensoep']","vind,prima,hahhahahah,ga,brod,thee,nem,ochtend,eten,avond,eten,had,wij,gister,kippensoep,middag,lekkerenwarm,kippensoep",1,1,0,0,1,0,0,0,0,0,1,0,0,"['thee', 'eten', 'eten', 'brod']",4,"thee,eten,eten,brod",22,18,"[2, 1.2]",1.6
1170,247705,2927205443,5443.0,99843,Nasi met kip,2927205436.0,my,0,1,9,0.0,,15,"['Nasi', 'met', 'kip']","['Nasi', 'met', 'kip']","['nasi', 'met', 'kip']","['nasi', 'kip']","['nasi', 'kip']","['nasi', 'kip']","nasi,kip",1,0,0,0,0,0,0,0,1,0,1,0,0,"['kip', 'nasi']",2,"kip,nasi",22,2,"[2, 1.6]",1.8
1181,248840,2927205450,5450.0,88570,Sammy ik ga eten doei! Ik neem wat thee voor mijn keel,,group,0,1,10,2.0,,18,"['Sammy', 'ik', 'ga', 'eten', 'doei', 'Ik', 'neem', 'wat', 'thee', 'voor', 'mijn', 'keel']","['Sammy', 'ik', 'ga', 'eten', 'doei', 'Ik', 'neem', 'wat', 'thee', 'voor', 'mijn', 'keel']","['sammy', 'ik', 'ga', 'eten', 'doei', 'ik', 'neem', 'wat', 'thee', 'voor', 'mijn', 'keel']","['sammy', 'ga', 'eten', 'doei', 'neem', 'thee', 'keel']","['sammy', 'ga', 'eten', 'doei', 'neem', 'thee', 'keel']","['sammy', 'ga', 'eten', 'doei', 'nem', 'thee', 'kel']","sammy,ga,eten,doei,nem,thee,kel",0,1,0,0,1,0,0,0,0,0,0,0,1,"['thee', 'eten']",2,"thee,eten",11,7,[2],2.0
1182,248851,2927205450,5450.0,94115,Like deze zielige banaan??????oh wacht het is een telefoon.,,group,1,1,10,1.0,,18,"['Like', 'deze', 'zielige', 'banaan', 'oh', 'wacht', 'het', 'is', 'een', 'telefoon']","['Like', 'deze', 'zielige', 'banaan', 'oh', 'wacht', 'het', 'is', 'een', 'telefoon']","['like', 'deze', 'zielige', 'banaan', 'oh', 'wacht', 'het', 'is', 'een', 'telefoon']","['like', 'zielige', 'banaan', 'oh', 'wacht', 'telefoon']","['like', 'zielige', 'banaan', 'oh', 'wacht', 'telefoon']","['lik', 'zielig', 'banan', 'oh', 'wacht', 'telefon']","lik,zielig,banan,oh,wacht,telefon",1,0,0,0,0,0,0,0,0,0,0,1,0,['banan'],1,banan,11,6,[2],2.0
1213,253939,2927305472,5472.0,88262,Denken waaneer jw wen kip ben,2927305483.0,my,0,0,10,1.0,,17,"['Denken', 'waaneer', 'jw', 'wen', 'kip', 'ben']","['Denken', 'waaneer', 'jw', 'wen', 'kip', 'ben']","['denken', 'waaneer', 'jw', 'wen', 'kip', 'ben']","['denken', 'waaneer', 'jw', 'wen', 'kip']","['denken', 'waaneer', 'jw', 'wen', 'kip']","['denk', 'waaner', 'jw', 'wen', 'kip']","denk,waaner,jw,wen,kip",1,0,0,0,0,0,0,0,0,0,0,1,0,['kip'],1,kip,4,5,[2],2.0
1214,254100,2927305472,5472.0,100945,Een broodje chocoladepasta,2927305468.0,my,0,0,10,0.0,,17,"['Een', 'broodje', 'chocoladepasta']","['Een', 'broodje', 'chocoladepasta']","['een', 'broodje', 'chocoladepasta']","['broodje', 'chocoladepasta']","['broodje', 'chocoladepasta']","['broodj', 'chocoladepasta']","broodj,chocoladepasta",1,0,0,0,0,0,0,0,0,1,1,0,0,['broodj'],1,broodj,4,2,[2],2.0
1217,254276,2927305474,5474.0,89144,Ik wil het wel maar ik lus geen appel,,group,0,1,10,0.0,,21,"['Ik', 'wil', 'het', 'wel', 'maar', 'ik', 'lus', 'geen', 'appel']","['Ik', 'wil', 'het', 'wel', 'maar', 'ik', 'lus', 'geen', 'appel']","['ik', 'wil', 'het', 'wel', 'maar', 'ik', 'lus', 'geen', 'appel']","['wel', 'lus', 'appel']","['wel', 'lus', 'appel']","['wel', 'lus', 'appel']","wel,lus,appel",1,0,0,0,0,0,0,0,0,0,1,0,0,['appel'],1,appel,2,3,[2],2.0
1224,254574,2927305476,5476.0,87731,Had jij ook iets met water en fruit??,,group,0,1,10,0.0,,16,"['Had', 'jij', 'ook', 'iets', 'met', 'water', 'en', 'fruit']","['Had', 'jij', 'ook', 'iets', 'met', 'water', 'en', 'fruit']","['had', 'jij', 'ook', 'iets', 'met', 'water', 'en', 'fruit']","['jij', 'water', 'fruit']","['jij', 'water', 'fruit']","['jij', 'water', 'fruit']","jij,water,fruit",1,0,0,0,0,0,0,0,0,0,1,0,0,['fruit'],1,fruit,6,3,[1.5],1.5
1227,257489,2807801654,1654.0,49034,Ik weet een mop  die ik zelf bedacht heb iemand zit tegenover zijn vriend zijn vriend vraagt via whatsapp  wat wil je drinken iemand antwoord chocomel  zijn vriend vraagt terug wrm chocomel  iemand antwoord nee doe maar koude,,group,0,0,11,0.0,,19,"['Ik', 'weet', 'een', 'mop', 'die', 'ik', 'zelf', 'bedacht', 'heb', 'iemand', 'zit', 'tegenover', 'zijn', 'vriend', 'zijn', 'vriend', 'vraagt', 'via', 'whatsapp', 'wat', 'wil', 'je', 'drinken', 'iemand', 'antwoord', 'chocomel', 'zijn', 'vriend', 'vraagt', 'terug', 'wrm', 'chocomel', 'iemand', 'antwoord', 'nee', 'doe', 'maar', 'koude']","['Ik', 'weet', 'een', 'mop', 'die', 'ik', 'zelf', 'bedacht', 'heb', 'iemand', 'zit', 'tegenover', 'zijn', 'vriend', 'zijn', 'vriend', 'vraagt', 'via', 'whatsapp', 'wat', 'wil', 'je', 'drinken', 'iemand', 'antwoord', 'chocomel', 'zijn', 'vriend', 'vraagt', 'terug', 'wrm', 'chocomel', 'iemand', 'antwoord', 'nee', 'doe', 'maar', 'koude']","['ik', 'weet', 'een', 'mop', 'die', 'ik', 'zelf', 'bedacht', 'heb', 'iemand', 'zit', 'tegenover', 'zijn', 'vriend', 'zijn', 'vriend', 'vraagt', 'via', 'whatsapp', 'wat', 'wil', 'je', 'drinken', 'iemand', 'antwoord', 'chocomel', 'zijn', 'vriend', 'vraagt', 'terug', 'wrm', 'chocomel', 'iemand', 'antwoord', 'nee', 'doe', 'maar', 'koude']","['weet', 'mop', 'bedacht', 'zit', 'tegenover', 'vriend', 'vriend', 'vraagt', 'via', 'whatsapp', 'drinken', 'antwoord', 'chocomel', 'vriend', 'vraagt', 'terug', 'wrm', 'chocomel', 'antwoord', 'nee', 'doe', 'koude']","['weet', 'mop', 'bedacht', 'zit', 'tegenover', 'vriend', 'vriend', 'vraagt', 'via', 'whatsapp', 'drinken', 'antwoord', 'chocomel', 'vriend', 'vraagt', 'terug', 'wrm', 'chocomel', 'antwoord', 'nee', 'doe', 'koude']","['wet', 'mop', 'bedacht', 'zit', 'tegenover', 'vriend', 'vriend', 'vraagt', 'via', 'whatsapp', 'drink', 'antwoord', 'chocomel', 'vriend', 'vraagt', 'terug', 'wrm', 'chocomel', 'antwoord', 'nee', 'doe', 'koud']","wet,mop,bedacht,zit,tegenover,vriend,vriend,vraagt,via,whatsapp,drink,antwoord,chocomel,vriend,vraagt,terug,wrm,chocomel,antwoord,nee,doe,koud",0,1,0,0,0,0,1,0,0,0,1,0,0,"['drink', 'chocomel', 'chocomel']",3,"drink,chocomel,chocomel",1,22,"[2.2, 2.2]",2.2
1231,257640,2807801723,1723.0,45072,Een kip zegt moeeee,2807801717.0,my,0,1,12,0.0,,16,"['Een', 'kip', 'zegt', 'moeeee']","['Een', 'kip', 'zegt', 'moee']","['een', 'kip', 'zegt', 'moee']","['kip', 'zegt', 'moee']","['kip', 'zegt', 'moee']","['kip', 'zegt', 'moee']","kip,zegt,moee",1,0,0,0,0,0,0,0,0,0,1,0,0,['kip'],1,kip,3,3,[2],2.0
1263,261744,2829205840,5840.0,53666,Bert banaan,,group,0,1,9,0.0,,17,"['Bert', 'banaan']","['Bert', 'banaan']","['bert', 'banaan']","['bert', 'banaan']","['bert', 'banaan']","['bert', 'banan']","bert,banan",1,0,0,0,0,0,0,0,0,0,1,0,0,['banan'],1,banan,14,2,[2],2.0
1267,262127,2829205841,5841.0,47303,Domme kip,,group,0,1,10,0.0,,15,"['Domme', 'kip']","['Domme', 'kip']","['domme', 'kip']","['domme', 'kip']","['domme', 'kip']","['domm', 'kip']","domm,kip",1,0,0,0,0,0,0,0,0,0,1,0,0,['kip'],1,kip,3,2,[2],2.0
1268,262208,2829205841,5841.0,50324,Hoi menSEN IK WOU EVEN ZEGGEN DAT IK VAN AVOCADO HOU,,group,0,1,10,0.0,,15,"['Hoi', 'menSEN', 'IK', 'WOU', 'EVEN', 'ZEGGEN', 'DAT', 'IK', 'VAN', 'AVOCADO', 'HOU']","['Hoi', 'menSEN', 'IK', 'WOU', 'EVEN', 'ZEGGEN', 'DAT', 'IK', 'VAN', 'AVOCADO', 'HOU']","['hoi', 'mensen', 'ik', 'wou', 'even', 'zeggen', 'dat', 'ik', 'van', 'avocado', 'hou']","['hoi', 'mensen', 'wou', 'even', 'zeggen', 'avocado', 'hou']","['hoi', 'mensen', 'wou', 'even', 'zeggen', 'avocado', 'hou']","['hoi', 'mens', 'wou', 'even', 'zegg', 'avocado', 'hou']","hoi,mens,wou,even,zegg,avocado,hou",1,0,0,0,0,0,0,0,0,0,1,0,0,['avocado'],1,avocado,3,7,[1],1.0
1271,262630,2829205842,5842.0,51540,Wie anders kip,,group,1,0,11,0.0,,29,"['Wie', 'anders', 'kip']","['Wie', 'anders', 'kip']","['wie', 'anders', 'kip']","['anders', 'kip']","['anders', 'kip']","['ander', 'kip']","ander,kip",1,0,0,0,0,0,0,0,0,0,1,0,0,['kip'],1,kip,7,2,[2],2.0
1282,263466,2829205850,5850.0,45074,Een broodje,,group,0,1,9,0.0,,16,"['Een', 'broodje']","['Een', 'broodje']","['een', 'broodje']",['broodje'],['broodje'],['broodj'],broodj,1,0,0,0,0,0,0,0,0,1,1,0,0,['broodj'],1,broodj,2,1,[2],2.0
1292,264006,2829205854,5854.0,50331,Ik nietbahh avocado,,group,0,1,9,0.0,,20,"['Ik', 'nietbahh', 'avocado']","['Ik', 'nietbahh', 'avocado']","['ik', 'nietbahh', 'avocado']","['nietbahh', 'avocado']","['nietbahh', 'avocado']","['nietbahh', 'avocado']","nietbahh,avocado",1,0,0,0,0,0,0,0,0,0,1,0,0,['avocado'],1,avocado,25,2,[1],1.0
1293,264026,2829205854,5854.0,51537,HahahahahahhHahha  en was met een liedje en toen zei die hele rare eters gerechten bijvoorbeeld garnalen met stamppot,,group,0,1,9,0.0,,20,"['HahahahahahhHahha', 'en', 'was', 'met', 'een', 'liedje', 'en', 'toen', 'zei', 'die', 'hele', 'rare', 'eters', 'gerechten', 'bijvoorbeeld', 'garnalen', 'met', 'stamppot']","['HahahahahahhHahha', 'en', 'was', 'met', 'een', 'liedje', 'en', 'toen', 'zei', 'die', 'hele', 'rare', 'eters', 'gerechten', 'bijvoorbeeld', 'garnalen', 'met', 'stamppot']","['hahahahahahhhahha', 'en', 'was', 'met', 'een', 'liedje', 'en', 'toen', 'zei', 'die', 'hele', 'rare', 'eters', 'gerechten', 'bijvoorbeeld', 'garnalen', 'met', 'stamppot']","['hahahahahahhhahha', 'liedje', 'zei', 'hele', 'rare', 'eters', 'gerechten', 'bijvoorbeeld', 'garnalen', 'stamppot']","['hahahahahahhhahha', 'liedje', 'zei', 'hele', 'rare', 'eters', 'gerechten', 'bijvoorbeeld', 'garnalen', 'stamppot']","['hahahahahahhhahha', 'liedj', 'zei', 'hel', 'rar', 'eter', 'gerecht', 'bijvoorbeeld', 'garnal', 'stamppot']","hahahahahahhhahha,liedj,zei,hel,rar,eter,gerecht,bijvoorbeeld,garnal,stamppot",1,0,0,0,0,0,0,0,0,1,1,0,0,"['stamppot', 'garnal']",2,"stamppot,garnal",25,10,"[2, 1.4]",1.7
1296,264076,2829205854,5854.0,52693,Ik zit een kipcorn te eten,,group,0,1,9,0.0,,20,"['Ik', 'zit', 'een', 'kipcorn', 'te', 'eten']","['Ik', 'zit', 'een', 'kipcorn', 'te', 'eten']","['ik', 'zit', 'een', 'kipcorn', 'te', 'eten']","['zit', 'kipcorn', 'eten']","['zit', 'kipcorn', 'eten']","['zit', 'kipcorn', 'eten']","zit,kipcorn,eten",0,0,0,0,1,0,0,0,1,0,1,0,0,"['kipcorn', 'eten']",2,"kipcorn,eten",25,3,[2],2.0
1298,264091,2829205854,5854.0,52812,De cheese burger gaat weg,,group,0,1,9,0.0,,20,"['De', 'cheese', 'burger', 'gaat', 'weg']","['De', 'cheese', 'burger', 'gaat', 'weg']","['de', 'cheese', 'burger', 'gaat', 'weg']","['cheese', 'burger', 'gaat', 'weg']","['cheese', 'burger', 'gaat', 'weg']","['ches', 'burger', 'gat', 'weg']","ches,burger,gat,weg",0,0,0,0,0,0,0,0,1,0,1,0,0,['burger'],1,burger,25,4,[2.4],2.4
1302,264182,2829205854,5854.0,53664,Annie aardbei en banaan nog wat,,group,0,1,9,0.0,,20,"['Annie', 'aardbei', 'en', 'banaan', 'nog', 'wat']","['Annie', 'aardbei', 'en', 'banaan', 'nog', 'wat']","['annie', 'aardbei', 'en', 'banaan', 'nog', 'wat']","['annie', 'aardbei', 'banaan']","['annie', 'aardbei', 'banaan']","['annie', 'aardbei', 'banan']","annie,aardbei,banan",2,0,0,0,0,0,0,0,0,0,1,0,0,"['aardbei', 'banan']",2,"aardbei,banan",25,3,"[1, 2]",1.5
1303,264240,2829205854,5854.0,53897,De cheese burger word verboden,,group,0,1,9,0.0,,20,"['De', 'cheese', 'burger', 'word', 'verboden']","['De', 'cheese', 'burger', 'word', 'verboden']","['de', 'cheese', 'burger', 'word', 'verboden']","['cheese', 'burger', 'word', 'verboden']","['cheese', 'burger', 'word', 'verboden']","['ches', 'burger', 'word', 'verbod']","ches,burger,word,verbod",0,0,0,0,0,0,0,0,1,0,1,0,0,['burger'],1,burger,25,4,[2.4],2.4
1317,267698,3208601818,1818.0,120189,Ik eet mijn yoghurt met aardbei,,group,0,0,11,0.0,,29,"['Ik', 'eet', 'mijn', 'yoghurt', 'met', 'aardbei']","['Ik', 'eet', 'mijn', 'yoghurt', 'met', 'aardbei']","['ik', 'eet', 'mijn', 'yoghurt', 'met', 'aardbei']","['eet', 'yoghurt', 'aardbei']","['eet', 'yoghurt', 'aardbei']","['eet', 'yoghurt', 'aardbei']","eet,yoghurt,aardbei",2,0,0,0,1,0,0,0,0,0,1,0,0,"['aardbei', 'yoghurt', 'eet']",3,"aardbei,yoghurt,eet",6,3,"[1, 2.2]",1.6
1319,267747,3208601818,1818.0,120267,Sushi ??,3208604873.0,my,0,0,11,0.0,,29,['Sushi'],['Sushi'],['sushi'],['sushi'],['sushi'],['sushi'],sushi,0,0,0,0,0,0,0,0,1,0,1,0,0,['sushi'],1,sushi,6,1,[1.6],1.6
1331,270502,5526105162,5162.0,51390,Wat zou je liever willen echte mac of fruit mac,,group,0,0,11,2.0,,14,"['Wat', 'zou', 'je', 'liever', 'willen', 'echte', 'mac', 'of', 'fruit', 'mac']","['Wat', 'zou', 'je', 'liever', 'willen', 'echte', 'mac', 'of', 'fruit', 'mac']","['wat', 'zou', 'je', 'liever', 'willen', 'echte', 'mac', 'of', 'fruit', 'mac']","['liever', 'willen', 'echte', 'mac', 'fruit', 'mac']","['liever', 'willen', 'echte', 'mac', 'fruit', 'mac']","['liever', 'will', 'echt', 'mac', 'fruit', 'mac']","liever,will,echt,mac,fruit,mac",1,0,0,0,0,0,0,0,0,0,0,0,1,['fruit'],1,fruit,6,6,[1.5],1.5
1359,274283,5526205184,5184.0,53546,Wij stampot spruitjes??????????????????????????,,group,0,0,11,0.0,,19,"['Wij', 'stampot', 'spruitjes']","['Wij', 'stampot', 'spruitjes']","['wij', 'stampot', 'spruitjes']","['wij', 'stampot', 'spruitjes']","['wij', 'stampot', 'spruitjes']","['wij', 'stampot', 'spruitjes']","wij,stampot,spruitjes",1,0,0,0,0,0,0,0,0,0,1,0,0,['spruitjes'],1,spruitjes,6,3,[1],1.0
1365,275301,5526205199,5199.0,45668,Een of anndere kruiden ofzo,,group,0,1,10,0.0,,13,"['Een', 'of', 'anndere', 'kruiden', 'ofzo']","['Een', 'of', 'anndere', 'kruiden', 'ofzo']","['een', 'of', 'anndere', 'kruiden', 'ofzo']","['anndere', 'kruiden', 'ofzo']","['anndere', 'kruiden', 'ofzo']","['annder', 'kruid', 'ofzo']","annder,kruid,ofzo",1,0,0,0,0,0,0,0,0,0,1,0,0,['kruid'],1,kruid,3,3,[1],1.0
1369,275735,5526205203,5203.0,53986,Fruit,,group,0,0,10,0.0,,22,['Fruit'],['Fruit'],['fruit'],['fruit'],['fruit'],['fruit'],fruit,1,0,0,0,0,0,0,0,0,0,1,0,0,['fruit'],1,fruit,1,1,[1.5],1.5
1375,278275,5526305205,5205.0,56258,Griekse god attentie is vreemdgegaan Griekse yoghurt Griekse koffie en sigaretten Schiphol als ik wat in spreek komt er dit,,group,0,1,11,0.0,,18,"['Griekse', 'god', 'attentie', 'is', 'vreemdgegaan', 'Griekse', 'yoghurt', 'Griekse', 'koffie', 'en', 'sigaretten', 'Schiphol', 'als', 'ik', 'wat', 'in', 'spreek', 'komt', 'er', 'dit']","['Griekse', 'god', 'attentie', 'is', 'vreemdgegaan', 'Griekse', 'yoghurt', 'Griekse', 'koffie', 'en', 'sigaretten', 'Schiphol', 'als', 'ik', 'wat', 'in', 'spreek', 'komt', 'er', 'dit']","['griekse', 'god', 'attentie', 'is', 'vreemdgegaan', 'griekse', 'yoghurt', 'griekse', 'koffie', 'en', 'sigaretten', 'schiphol', 'als', 'ik', 'wat', 'in', 'spreek', 'komt', 'er', 'dit']","['griekse', 'god', 'attentie', 'vreemdgegaan', 'griekse', 'yoghurt', 'griekse', 'koffie', 'sigaretten', 'schiphol', 'spreek', 'komt']","['griekse', 'god', 'attentie', 'vreemdgegaan', 'griekse', 'yoghurt', 'griekse', 'koffie', 'sigaretten', 'schiphol', 'spreek', 'komt']","['griek', 'god', 'attentie', 'vreemdgegan', 'griek', 'yoghurt', 'griek', 'koffie', 'sigaret', 'schiphol', 'sprek', 'komt']","griek,god,attentie,vreemdgegan,griek,yoghurt,griek,koffie,sigaret,schiphol,sprek,komt",1,1,0,0,0,0,0,0,0,0,1,0,0,"['yoghurt', 'koffie']",2,"yoghurt,koffie",1,12,"[2.2, 2]",2.1
